valid_from,valid_to,ally_name,min_requested_amount,max_requested_amount,origination_mdf,cancellation_mdf,fraud_mdf,last_config,Same for clients?,Check,,MDF change,New Origination MDF,New Cancellation MDF,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,,pasarelatiendademoda-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/07/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,pipahome-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/07/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,pipahome-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/07/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,msmotosars-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/07/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,ladyperezesteticaspa-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/07/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,sirenalove-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/07/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,stefanyochoaagentedeviajes-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/08/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,variedadesosiris-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,veridicoshop-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/08/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,xiaraclothing-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,divinasmakeup-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,divinasmakeup-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/08/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,raibar-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,opticaliadrapelaezgirardota-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,oportunidades-online,$0,"$20,000,001.00",3.60%,1.80%,1.80%,06/08/2023,Yes,0,,No,3.60%,1.80%,,,,,,,,,,,,,,,
,,inzunai-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/08/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,qualityclothing-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,garech-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/08/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,garech-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/08/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,zoho-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,opticapoliclinico-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,opticaopticaclary-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,fashiondesignboutique-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/08/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,bigenics-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,saludyvidakermin-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/08/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,elclosetdeamparito-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,organicnailssantamarta-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,karonsboutique-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,audiomusicstore-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,opticasloorvision-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,stonewoman-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,annav-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/08/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,afroditatiendademaquillaje-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,flippedenglish-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,monterojeansprinicipal-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/08/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,bloomshinemaker-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,santosciclismoamateur-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bloomshinemaker-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/08/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,coralfactory-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,isportwomen-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,almacencarmencita-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,ezge-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/08/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,lacipe-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,onlinebikershop-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,talabarteriaelpotro-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/08/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,talabarteriaelpotro-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/08/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,juanchostore-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,salma-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,storebikedhg-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,storelamansion-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,profesorhass-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/08/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,rodadosbicimotos-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,isabelopticasalud-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,kacalzado-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/08/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,statusformen-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,arianaartesteticaymicropigmentacion-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,sognari-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,sognari-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/08/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,biciclubcolombia-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/08/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,lavouchecaribe-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,brunet-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,brunet-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/08/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,adrianamontanez-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/08/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,marvitiendademaquillaje-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/09/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,aplusbesmart-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/09/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,aplusbesmart-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/09/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,felipeariasshoesselection-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,felipeariasshoesselection-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,0.00%,06/22/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,castrimen-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/09/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,colchonesnubeluna-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,dentalymonline-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,majajewels-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,qualita-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,yesmindominguez-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,zapatosdepelícula-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/09/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,majajewels-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/09/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,smousmilemedicaloutfit-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,smousmilemedicaloutfit-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,almacencredifacillineahogar-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,dancmotos-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,odontosaludyspa-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,reverjeans-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/09/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,eldermatologojose-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/09/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,lunneystoremedellin-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/09/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,lunneystoremedellin-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,abbytiendainfantil-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bellstorepopayan-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/09/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,boutiqueedulostore-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,rasgos-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/09/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,rasgos-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/09/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,runks-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,runks-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/15/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,moraliaccesorios-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,moraliaccesorios-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,ourstore-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,ourstore-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,pepasshop-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/09/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,blinckers-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,blinckers-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,calaboutique-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/09/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,colmaroc-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,colmaroc-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,freezone-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,freezone-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,miaboutiquepetshop-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/09/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,tiendalva-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,acincuentayunoclothing-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,alaiadepilacionlaser-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/09/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,cascofacil-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,profesorhass-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/09/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,towerslanguages-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/09/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,drandrespena-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,fxabyfuxia-pos-online,$0,"$20,000,001.00",0.00%,2.25%,2.25%,06/09/2023,Yes,0,,No,0.00%,2.25%,,,,,,,,,,,,,,,
,,fxabyfuxia-ecommerce,$0,"$20,000,001.00",4.50%,2.25%,2.25%,06/09/2023,Yes,0,,No,4.50%,2.25%,,,,,,,,,,,,,,,
,,extensionesw-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,zoulmedical-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,calzacosta-ecommerce,$0,"$20,000,001.00",3.00%,1.75%,1.75%,06/09/2023,Yes,0,,No,3.00%,1.75%,,,,,,,,,,,,,,,
,,jhonnypicon-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,dulcemoritas-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,friday-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,globalvialagencia-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,homedecord-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/09/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,organicnailslaguajira-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,sailetsierracosmetologayesteticista-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,traveloffers-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,rosiersshoes-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,rosiersshoes-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/09/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,cdacentrodediagnosticoautomotor-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/09/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,civetta-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,civetta-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,caprabrand-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/09/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,dclubtienda-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,kolfashion-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,caprabrand-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,colchonesgrandessueños-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,epil-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/09/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,urbanpeople-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/09/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,coisaludlaser-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/10/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,adasbga-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/10/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,agenciadeviajesoperadoralm-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/10/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,almacentorredeparis-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/10/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,automundocea-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/10/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,beautifulfashion-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/10/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bellaluna-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/10/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,bicimarket-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/10/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,biclabikestore-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/10/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,clotheswearjeans-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/10/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,eldesvaredelhogar-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/10/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,erkdjean-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/10/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,erkdjean-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/10/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,fitnessstoresuplementosdeportivos-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/11/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,juansharatienda-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,katimanastore-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,libreriasembradordepaz-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/11/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,lindacasamodayestilo-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,lorenabracho-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/11/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,mueblescasadiva-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,freedoms-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/11/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,opentechstore-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,opentechstore-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/11/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,opticadigitalwe-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/11/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,opticaecovision-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,opticamultivisionbogota-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,opicaleb-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,orbistennis-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,oxfordacacias-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,salmovientiunocolombia-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,stargatestudioscolombia-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,teofaniaaccesorios-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/11/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,teofaniaaccesorios-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,06/11/2023,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
